編號,巷道名稱,長度,實際寬度,受影響建築物之詳細地址,行政區,轄區分隊,分區
1106,府緯街4巷,50M,3.9,單1-33      雙6號,中西區,南門分隊,紅
1107,府緯街9巷,50M,3.7,單1-29      雙2-26號,中西區,南門分隊,紅
1108,府緯街72巷,50M,3.5,單1-7      雙2-16號,中西區,南門分隊,紅
1109,五妃街322巷,40M,2.7,單3-35      雙4-26號,中西區,南門分隊,紅
1110,五妃街380巷,40M,3.2,單1-21      雙2-18號,中西區,南門分隊,紅
1111,五妃街321巷,40M,2.8,單1-7      雙2-14號,中西區,南門分隊,紅
1112,南門路259巷,40M,3,單1-9      雙2-20號,中西區,南門分隊,紅
1113,南門路245巷,40M,3.7,單1-7      雙2-22號,中西區,南門分隊,紅
1114,南門路237巷,50M,3,雙4號,中西區,南門分隊,紅
1115,南門路231巷,50M,2.9,單1-13      雙2-8號,中西區,南門分隊,紅
1116,南門路227巷,50M,2.7,單3-17      雙2-16號,中西區,南門分隊,紅
1117,南門路209巷,50M,3.2,單1-29      雙2-24號,中西區,南門分隊,紅
1118,南門路187巷,50M,3.8,單1-61      雙2-28號,中西區,南門分隊,紅
1119,大同路二段482巷72弄,50M,4,17.8~20.42.46,南區,南門分隊,紅
1120,大同路二段186巷5弄,50M,2.2,1~9.2~18,南區,南門分隊,紅
1121,中華南路一段26巷,50M,2.4,2號,南區,南門分隊,紅
1122,中華南路一段19巷,50M,2.2,1~23.2~24,南區,南門分隊,紅
1123,中華南路一段27巷,50M,2.4,5.2~34,南區,南門分隊,紅
1124,中華南路一段33巷,50M,2.1,2~8.18~30.38.40,南區,南門分隊,紅
1125,中華南路一段41巷,50M,2.3,2~32.,南區,南門分隊,紅
1126,中華南路一段53巷,50M,2.9,1~33.2~52,南區,南門分隊,紅
1127,中華南路一段97巷,50M,2.5,1.3.11.15~23.2~20.43~53.59.34~68,南區,南門分隊,紅
1128,公英六街,50M,2.3,1~55.2~48,南區,南門分隊,紅
1129,國民路116巷12弄,50M,2.7,國民路116巷12弄1-16號,南區,南門分隊,紅
1130,國民路116巷18弄,50M,1.1,國民路116巷18弄1-16號,南區,南門分隊,紅
1131,國民路176巷5弄,50M,1.9,國民路176巷5弄1-17號,南區,南門分隊,紅
1132,大同路二段750巷74弄,50M,2.1,大同路二段750巷74弄1-33號,南區,南門分隊,紅
1133,健康路一段133巷32弄,50M,2.9,健康路一段133巷32弄2-12號,南區,南門分隊,紅
1134,健康路一段391巷16弄,50M,2.8,1~11.2~12共12,南區,南門分隊,紅
1135,健康路一段391巷18弄,50M,2.6,1~11.2~12共12戶,南區,南門分隊,紅
1136,健康路一段50巷,50M,6.2,單1-41    雙2-16號,中西區,南門分隊,黃
1137,健康路一段100巷,50M,6,單3-9    雙2-26號,中西區,南門分隊,黃
1138,健康路一段150巷,50M,5.7,單1-25    雙2-20號,中西區,南門分隊,黃
1139,健康路一段140巷,50M,5.2,單1-7 31-35 雙2-36號,中西區,南門分隊,黃
1140,健康路一段160巷,50M,4.9,單1-31    雙2-34號,中西區,南門分隊,黃
1141,健康路一段170巷1弄,50M,5.2, 雙2-16號,中西區,南門分隊,黃
1142,健康路一段200巷1弄,50M,5.5, 雙2-8號,中西區,南門分隊,黃
1143,健康路一段310巷,50M,5.5,單1-21    雙2-20號,中西區,南門分隊,黃
1144,健康路一段410巷,50M,5.2,單1-39    雙2-36號,中西區,南門分隊,黃
1145,健康路一段390巷,50M,5.3,單1-77    雙2-46號,中西區,南門分隊,黃
1146,健康路一段420巷,50M,5.3,單1-27    雙2-26號,中西區,南門分隊,黃
1147,健康路一段200巷,50M,6.1,單1-29    雙2-4號,中西區,南門分隊,黃
1148,南門路44巷,50M,6.1,單1-21    雙2-22號,中西區,南門分隊,黃
1149,南門路48巷,50M,6,單1-21    雙2-22號,中西區,南門分隊,黃
1150,南門路68巷,50M,6.1,單1-25    雙2-20號,中西區,南門分隊,黃
1151,大同路二段406巷11弄,50M,5,19戶,南區,南門分隊,黃
1152,大同路二段482巷155弄,50M,4.5,8戶,南區,南門分隊,黃
1153,大同路二段620巷,50M,4.4,15戶,南區,南門分隊,黃
1154,大同路二段640巷,100M,6,110戶,南區,南門分隊,黃
1155,大同路二段640巷68弄,50M,6,單1-11    雙2-12號,南區,南門分隊,黃
1156,中華南路一段142巷16弄,50M,6,6戶,南區,南門分隊,黃
1157,中華南路一段125巷12弄,50M,6.6,10戶,南區,南門分隊,黃
1158,中華南路一段125巷32弄,50M,4,21戶,南區,南門分隊,黃
1159,中華南路一段175巷5弄,50M,4,24戶,南區,南門分隊,黃
1160,中華南路一段193巷,50M,4,6戶,南區,南門分隊,黃
1161,國民路270巷6弄,50M,6,58戶,南區,南門分隊,黃
1162,公英一街,50M,6,59戶,南區,南門分隊,黃
1163,公英四街,50M,6,39戶,南區,南門分隊,黃
1164,公英七街,50M,6,9戶,南區,南門分隊,黃
1165,體育路43巷,50M,4.1,39戶,南區,南門分隊,黃
1166,健康路一段333巷,50M,6,4戶,南區,南門分隊,黃
1167,大同路二段640巷35弄,50M,6,3戶,南區,南門分隊,黃
1168,大同路二段640巷82弄,50M,6,9戶,南區,南門分隊,黃
1169,大同路二段640巷118弄,50M,6,10戶,南區,南門分隊,黃
1170,國民路50巷,50M,6,38戶,南區,南門分隊,黃
1171,大同路二段704巷,50M,6,45戶,南區,南門分隊,黃
1172,國民路60巷,50M,6,1戶,南區,南門分隊,黃
1173,國民路116巷9弄,50M,6,7戶,南區,南門分隊,黃
1174,國民路116巷15弄,50M,6,7戶,南區,南門分隊,黃
1175,國民路116巷6弄,50M,6,6戶,南區,南門分隊,黃
1176,國民路140巷,50M,6,7戶,南區,南門分隊,黃
1177,國民路158巷,50M,6,15戶,南區,南門分隊,黃
1178,國民路165巷7弄,50M,6,17戶,南區,南門分隊,黃
1179,國民路165巷21弄,50M,6,28戶,南區,南門分隊,黃
1180,國民路165巷35弄,75M,6,64戶,南區,南門分隊,黃
1181,國民路165巷8弄,75M,6,63戶,南區,南門分隊,黃
1182,國民路165巷22弄,50M,6,32戶,南區,南門分隊,黃
1183,國民路165巷36弄,50M,6,30戶,南區,南門分隊,黃
1184,大同路二段712巷,50M,6,36戶,南區,南門分隊,黃
1185,大同路二段726巷,50M,6,13戶,南區,南門分隊,黃
1186,大同路二段750巷40弄,50M,6,8戶,南區,南門分隊,黃
1187,大同路二段750巷134弄,50M,6,53戶,南區,南門分隊,黃
1188,大同路二段750巷164弄,50M,6,26戶,南區,南門分隊,黃
1189,國民路217巷,50M,6,11戶,南區,南門分隊,黃
1190,國民路217巷6弄,50M,6,55戶,南區,南門分隊,黃
1191,國民路217巷12弄,50M,6,17戶,南區,南門分隊,黃
1192,國民路217巷24弄,50M,6,22戶,南區,南門分隊,黃
1193,健康路一段133巷,50M,6,28戶,南區,南門分隊,黃
1194,大成路一段193巷,150M,6,138戶,南區,南門分隊,黃
1195,大同路二段100巷,150M,3.5,1~22號共22戶,南區,南門分隊,藍
1196,大同路二段112巷,150M,3.5,1~22號共22戶,南區,南門分隊,藍
1197,大同路二段136巷,150M,3.5,1~22號共22戶,南區,南門分隊,藍
1198,大同路二段164巷,150M,3.5,1~22號共22戶,南區,南門分隊,藍
1199,大同路二段186巷,150M,3.5,1~22號共22戶,南區,南門分隊,藍
1200,大同路一段22巷,約120公尺,2.5,單13-75   雙2-8,中西區,中正分隊,紅
1201,大同路一段46巷,約120公尺,1.5,單3-39    雙4-88,中西區,中正分隊,紅
1202,中山路79巷,約120公尺,2.3,單1-5     雙6-72,中西區,中正分隊,紅
1203,中山路82巷,約120公尺,2,單11-21   雙2-30,中西區,中正分隊,紅
1204,中正路21巷,約150公尺,1.4,單1-33,中西區,中正分隊,紅
1205,中正路53巷,約120公尺,2.1,單1-13    雙2-22,中西區,中正分隊,紅
1206,民生路一段132巷,約150公尺,1.3,單1-17    雙14-30,中西區,中正分隊,紅
1207,民生路一段156巷,約120公尺,2.5,單3-25    雙2-34,中西區,中正分隊,紅
1208,民生路一段157巷,約150公尺,1.4,單3-45    雙2-32,中西區,中正分隊,紅
1209,民族路二段317巷,約150公尺,2.9,單3-5     雙2-46,中西區,中正分隊,紅
1210,民族路二段57巷,約150公尺,2.8,單1-9     雙6-40,中西區,中正分隊,紅
1211,民權路二段64巷,約250公尺,1.1,單1-53    雙2-56,中西區,中正分隊,紅
1212,永福路一段102巷,約150公尺,2.5,單1-27    雙2-52,中西區,中正分隊,紅
1213,永福路一段108巷,約150公尺,2.4,單1-5     雙2-24,中西區,中正分隊,紅
1214,永福路一段68巷,約120公尺,1.3,單1-17    雙2-12,中西區,中正分隊,紅
1215,永福路二段197巷,約120公尺,1,單1-15    雙2-16,中西區,中正分隊,紅
1216,永福路二段227巷,約120公尺,1.5,單1-53    雙2-18,中西區,中正分隊,紅
1217,西門路一段702巷,約120公尺,2.1,單1-29    雙2-24,中西區,中正分隊,紅
1218,西門路一段734巷,約150公尺,2.3,單5-13    雙2-22,中西區,中正分隊,紅
1219,西門路二段228巷,約100公尺,1.2,單5-13    雙2-42,中西區,中正分隊,紅
1220,府前路一段122巷,約120公尺,1.5,單23-109  雙62-96,中西區,中正分隊,紅
1221,府前路一段61巷,約120公尺,1.8,單1-53      ,中西區,中正分隊,紅
1222,府前路一段85巷,約120公尺,2.9,單21-51   雙4-38,中西區,中正分隊,紅
1223,府前路一段90巷,約150公尺,2.5,單1-73    雙10-64,中西區,中正分隊,紅
1224,忠義路二段158巷,約250公尺,2.5,單1-25    雙6-62,中西區,中正分隊,紅
1225,忠義路二段233巷,約180公尺,2.5,單7-47    雙2-58,中西區,中正分隊,紅
1226,青年路132巷,約150公尺,2.8,單3-45    雙2-46,中西區,中正分隊,紅
1227,青年路137巷,約180公尺,1.6,單1-67    雙2-42,中西區,中正分隊,紅
1228,青年路164巷,約150公尺,3.6,單1-43    雙2-32,中西區,中正分隊,紅
1229,青年路47巷,約120公尺,3.3,單1-23    雙2-30,中西區,中正分隊,紅
1230,開山路127巷,約200公尺,2.5,單5-109   雙4-102,中西區,中正分隊,紅
1231,開山路3巷,約180公尺,1.2,單1-51    雙2-72,中西區,中正分隊,紅
1232,新美街,約250公尺,2.5,單85-137  雙94-158,中西區,中正分隊,紅
1233,衛民街108巷,約80公尺,2.1,單1-37    雙2-38,中西區,中正分隊,紅
1234,衛民街124巷,約150公尺,2,單1-33    雙2-42,中西區,中正分隊,紅
1235,北門路一段123巷,約180公尺,3,單1-27    雙2-62,中西區,中正分隊,紅
1236,永福路一段68巷,約120公尺,1.3,永福路一段68巷12號,中西區,中正分隊,藍
1237,大同路二段61巷,約150公尺,3,23號~195號 ，26號~208號,東區,崇善分隊,紅
1238,大同路二段61巷136弄,約150公尺,3.5,2~16號,東區,崇善分隊,紅
1239,大同路二段449巷,約180公尺,2.5,1~73號、2~42號,東區,崇善分隊,紅
1240,大同路二段449巷2弄,約190公尺,3,1~49號、.2~40號,東區,崇善分隊,紅
1241,仁和路73弄,約90公尺,3.2,73之1~73之17號、73之2~73之16號,東區,崇善分隊,紅
1242,仁和路77弄,約90公尺,3.2,77之1~15號、77之2~16號,東區,崇善分隊,紅
1243,文東街2巷,約156公尺,3.5,1~18號,東區,崇善分隊,紅
1244,立德十一路55巷38弄,約110公尺,3,1號~69號.、2號~54號,東區,崇善分隊,紅
1245,東門路3段280巷,約133公尺,3.2,1~37號、2~46號,東區,崇善分隊,紅
1246,長東街79巷,約99公尺,3.95,1~57號、2~38號,東區,崇善分隊,紅
1247,長東街103巷33弄,約90公尺,3.8,1~32號,東區,崇善分隊,紅
1248,長東街108巷,約171公尺,3.9,1~59號、2~56號,東區,崇善分隊,紅
1249,崇善十五街33巷,約90公尺,3.9,1~89號、2~110號.56號98戶,東區,崇善分隊,紅
1250,崇善路913巷,約82公尺,3,1~47號、2~68號,東區,崇善分隊,紅
1251,崇德二十六街,約216公尺,3.8,1~73號、2~94號.長東街100號4戶,東區,崇善分隊,紅
1252,崇德二十七街,約215公尺,3.8,39~61號、58~78號,東區,崇善分隊,紅
1253,崇德三十一街,約229公尺,3.9,1-65號、2-64號,東區,崇善分隊,紅
1254,崇德三十街,約226公尺,3.5,1~81號、2~88號,東區,崇善分隊,紅
1255,仁和路107巷,約380公尺,3.9,1-113號、2-140號,東區,崇善分隊,紅
1256,仁和路109巷,約380公尺,3.7,1-135號、2-124號,東區,崇善分隊,紅
1257,仁和路111巷,約210公尺,4.1,1-87號、2-76號,東區,崇善分隊,紅
1258,中華東路三段380巷55弄,約122公尺,5,1號至37號、2號至46號,東區,崇善分隊,黃
1259,立德七路,約180公尺,5,1號至53號、2號至44號,東區,崇善分隊,黃
1260,立德九路,約188公尺,4.5,53號至71號、52號至74號,東區,崇善分隊,黃
1261,立德二路,約220公尺,5,1號至65號、2號至84號,東區,崇善分隊,黃
1262,立德八路,約210公尺,5,1號至75號、2號至80號,東區,崇善分隊,黃
1263,立德十路46巷,約160公尺,5,1號至21號、2號至16號,東區,崇善分隊,黃
1264,立德三路,約220公尺,5,1號至49號、2號至52號,東區,崇善分隊,黃
1265,立德五路,約230公尺,5,1號至43號、2號至50號,東區,崇善分隊,黃
1266,立德六路,約225公尺,5,1號至43號、2號至44號,東區,崇善分隊,黃
1267,立德四路,約230公尺,5,1號至49號、2號至50號,東區,崇善分隊,黃
1268,長東街141巷,約180公尺,5.5,1號至47號、2號至52號,東區,崇善分隊,黃
1269,長東街143巷,約180公尺,5.3,1號至59號、2號至62號,東區,崇善分隊,黃
1270,崇善十五街,約380公尺,5.5,58號至74號、55號至73號,東區,崇善分隊,黃
1271,崇善十五街42巷,約60公尺,5,1號至7號,東區,崇善分隊,黃
1272,崇善十五街50巷,約68公尺,5.9,2號至12號、1號至13號,東區,崇善分隊,黃
1273,崇德三十二街,約175公尺,5.2,17號至85號、12號至100號,東區,崇善分隊,黃
1274,榮譽街84巷第一條巷,約210公尺,4.5,1號至25之3號,東區,崇善分隊,黃
1275,榮譽街84巷第二條巷,約225公尺,4.8,27號至79號,東區,崇善分隊,黃
1276,榮譽街84巷第三條巷,約225公尺,4.8,79之5號至111之7號,東區,崇善分隊,黃
1277,榮譽街123巷1弄,約120公尺,4.5,1號至11號、2號至18號,東區,崇善分隊,黃
1278,榮譽街130巷,約100公尺,5,1號至9號,東區,崇善分隊,黃
1279,德東街16巷,約72公尺,4.7,2號至32號,東區,崇善分隊,黃
1280,中華東路三段509號,約50公尺,4.5,507、509、511號共87戶(品富建設10F),東區,崇善分隊,藍
1281,中華東路三段530號,約42公尺,5,中華東路三段530號共78戶,東區,崇善分隊,藍
1282,中華東路三段541號,約32公尺,4.5,541號共58戶(總陞建設10F),東區,崇善分隊,藍
1283,中華東路三段551號,約27公尺,4.5,551號(香里嵐賓館7F),東區,崇善分隊,藍
1284,自由路二段175巷38弄,約27公尺,3.5,2號至22號共56戶(南元江山大樓),東區,崇善分隊,藍
1285,林森路一段156號,約33公尺,5,156號(哥爸妻夫大飯店7F),東區,崇善分隊,藍
1286,林森路一段158號,約22公尺,5,158號共122戶(祥園大廈6F),東區,崇善分隊,藍
1287,林森路一段160號,約25公尺,5,160號共198戶(巴黎廣場11F),東區,崇善分隊,藍
1288,崇明四街26巷,約120公尺,4.5,2號至6號共54戶(文化生活家9F),東區,崇善分隊,藍
1289,崇德二十五街,約210公尺,5.8,21號至53號共347戶(台糖陽光公園),東區,崇善分隊,藍
1290,崇德二十六街,約216公尺,4,59號共41戶(大隆鄉廈),東區,崇善分隊,藍
1291,崇學路16巷,約150公尺,6.5,18號163戶(文化天廈),東區,崇善分隊,藍
1292,榮譽街274號至榮譽街290巷,約120公尺,6.5,18號164戶(文化天廈),東區,崇善分隊,藍
1293,新興路93巷3弄,10,4,12~48.21~49共34戶,南區,德興分隊,紅
1294,新興路93巷,15,2.2,2~54.1~7.13.17.21~25共31戶,南區,德興分隊,紅
1295,新興路113巷,25,2.2,1-101號共25戶,南區,德興分隊,紅
1296,新興路113巷35弄,30,2.2,1~21.2~22共21戶,南區,德興分隊,紅
1297,新興路161巷,20,2.8,9.19.19-1.21.25.29.31.35~45.2.2-1.4.8.12~16.20.24.32~36.42.44共27戶,南區,德興分隊,紅
1298,大?街170巷,30,1.4,大?街170巷2-31號,南區,德興分隊,紅
1299,大?街160巷,15,1.2,大?街160巷2-20號,南區,德興分隊,紅
1300,大?街154巷,15,1.2,大?街154巷1-21號,南區,德興分隊,紅
1301,大德街141巷,15,1.2,大德街141巷1號一105號,南區,德興分隊,紅
1302,大德街,10,2.4,大德街131-1號一135號,南區,德興分隊,紅
1303,健康路二段116巷7弄,10,2.4,健康路二段116巷7弄1-13號,南區,德興分隊,紅
1304,健康路二段53巷51弄,10,1.8,健康路二段53巷51弄1-25號,南區,德興分隊,紅
1305,金華路二段345巷26弄,10,2.8,金華路二段345巷26弄1-37號,南區,德興分隊,紅
1306,金華路二段345巷8弄,10,2.4,金華路二段345巷8弄9-22號,南區,德興分隊,紅
1307,金華路二段345巷44弄,10,2.4,金華路二段345巷44弄1-34號,南區,德興分隊,紅
1308,金華路二段399巷,10,2.8,金華路二段399巷2-23號,南區,德興分隊,紅
1309,金華路一段154巷,15,2.5,金華路一段154巷30-44號,南區,德興分隊,紅
1310,金華路一段484巷121弄,10,2,金華路一段484巷121弄1-13,南區,德興分隊,紅
1311,金華路一段484巷127弄,10,2,金華路一段484巷127弄18-20號,南區,德興分隊,紅
1312,金華路一段530巷10弄,10,2,金華路一段530巷10弄1-18號,南區,德興分隊,紅
1313,金華路一段540巷,10,2.5,金華路一段540巷1-19號,南區,德興分隊,紅
1314,大成路二段81巷5弄,10,2,大成路二段81巷5弄1-12號,南區,德興分隊,紅
1315,大成路二段81巷,10,1,大成路二段81巷50-60號,南區,德興分隊,紅
1316,大成路二段143巷,25,1,大成路二段143巷2-81號,南區,德興分隊,紅
1317,大成路二段223巷1弄,20,2.1,大成路二段223巷1弄1-26,南區,德興分隊,紅
1318,大成路二段223巷5弄,20,2.1,大成路二段223巷5弄1-28號,南區,德興分隊,紅
1319,國華街一段22巷,35,1.8,國華街一段22巷1-15號,南區,德興分隊,紅
1320,永成路三段461巷2弄,35,2,永成路三段461巷2弄,南區,德興分隊,紅
1321,永成路三段240巷,30,1,永成路三段240巷,南區,德興分隊,紅
1322,鹽埕路291巷31弄,30,2.1,1.2.3.7.19.6~22.23~35共22戶,南區,德興分隊,紅
1323,西門路一段279巷16弄,35,6,西門路一段279巷16弄,南區,德興分隊,黃
1324,金華路一段352巷88弄,30,6,金華路一段352巷88弄,南區,德興分隊,黃
1325,新都路488巷,35,6,新都路488巷,南區,德興分隊,黃
1326,新都路436巷,30,6,新都路436巷,南區,德興分隊,黃
1327,金華路一段352巷130弄,40,6,金華路一段352巷130弄,南區,德興分隊,黃
1328,金華路一段352巷75弄,30,6,金華路一段352巷75弄,南區,德興分隊,黃
1329,金華路一段352巷193弄,35,6,金華路一段352巷193弄,南區,德興分隊,黃
1330,金華路一段272巷,30,6,金華路一段272巷,南區,德興分隊,黃
1331,金華路一段352巷34弄,35,6,金華路一段352巷34弄,南區,德興分隊,黃
1332,新興路461巷8弄,30,6,新興路461巷8弄,南區,德興分隊,黃
1333,新興路439巷4弄,20,6,新興路439巷4弄,南區,德興分隊,黃
1334,金華路二段3巷,35,6,金華路二段3巷,南區,德興分隊,黃
1335,金華路二段21巷,40,6,金華路二段21巷,南區,德興分隊,黃
1336,金華路二段9巷,30,6,金華路二段9巷,南區,德興分隊,黃
1337,健康路二段234巷,30,6,健康路二段234巷,南區,德興分隊,黃
1338,金華路二段27巷,50,6,金華路二段27巷,南區,德興分隊,黃
1339,金華路二段33巷,30,6,金華路二段33巷,南區,德興分隊,黃
1340,金華路二段39巷,15,6,金華路二段39巷,南區,德興分隊,黃
1341,金華路二段51巷,40,6,金華路二段51巷,南區,德興分隊,黃
1342,中華南路二段233巷31弄,10,6,中華南路二段233巷31弄,南區,德興分隊,黃
1343,金華路一段484巷99弄,10,6,金華路一段484巷99弄,南區,德興分隊,黃
1344,大成路二段177巷28弄,10,6,大成路二段177巷28弄,南區,德興分隊,黃
1345,永成路三段357巷,15,6,永成路三段357巷,南區,德興分隊,黃
1346,永成路三段461巷6弄,25,6,永成路三段461巷6弄,南區,德興分隊,黃
1347,永成路三段551巷,25,6,永成路三段551巷,南區,德興分隊,黃
1348,新都路520巷,25,4.4,11號~69號.12號~68號,南區,德興分隊,藍
1349,新都路520巷1弄,25,4.4,1號.3號.3-1號.5號.6號,南區,德興分隊,藍
1350,鯤鯓路104巷12弄,約170m,約2.5m,鯤鯓路104巷12弄1-43號,南區,灣裡分隊,紅
1351,鯤鯓路104巷16弄,約30m,約2.1m,鯤鯓路104巷16弄1-11號,南區,灣裡分隊,紅
1352,鯤鯓路104巷,約220m,約3.5m,雙號：20-36號.單號：45-69號,南區,灣裡分隊,紅
1353,鯤鯓路102巷,約60m,約2.3m,鯤鯓路102巷114號前,南區,灣裡分隊,紅
1354,鯤鯓路119巷,約140m,約4m,鯤鯓路119巷16-1號前,南區,灣裡分隊,紅
1355,鯤鯓路137巷,約100m,約2m,1-6號,南區,灣裡分隊,紅
1356,鯤鯓路162巷,約110m,約2.2m,單號：1-15號.雙號：2-28號,南區,灣裡分隊,紅
1357,鯤鯓路194巷,約190m,約2.3m,單號：1-85號.雙號：2-52號,南區,灣裡分隊,紅
1358,鯤鯓路208巷,約50m,約2.8m,單號：1-11號.雙號：2-12號,南區,灣裡分隊,紅
1359,鯤鯓路232巷,約360m,約3m,單號：1-79號.雙號：2-80號,南區,灣裡分隊,紅
1360,喜樹路178巷,約40m,約2.2m,單號：1-3號.雙號：2-14號,南區,灣裡分隊,紅
1361,喜樹路222巷92弄,約70m,約1.8m,1-7號(單號),南區,灣裡分隊,紅
1362,明興路943巷,約150m,約4m,單號：1-23號.雙號：2-24號,南區,灣裡分隊,紅
1363,明興路1129巷,約130m,約3m,2-22號(雙號),南區,灣裡分隊,紅
1364,明興路1356巷5弄,約80m,約4m,1-23號(單號),南區,灣裡分隊,紅
1365,明興路1356巷,約100m,約2.4m,單號：1-15號.雙號：2-8號,南區,灣裡分隊,紅
1366,喜樹路168巷,約80m,約2.5m,喜樹路168巷1-17.2-22,南區,灣裡分隊,紅
1367,喜樹路222巷8弄,約120m,約2.1m,2-16號(雙號),南區,灣裡分隊,紅
